S.No.,transformer,Date & Time Stamp,V(R),V(Y),V(B),VRB,VRY,VYB,I(R),I(Y),I(B),kW,kVA,PF(R),PF(Y),PF(B),THD(V-R),THD(V-Y),THD(V-B),THD(I-R),THD(I-Y),THD(I-B),FREQUENCY,Frwd.kWh,REV.ACTENERGY,FRWD.APPENERGY,FRWD.REACTENERGY,kVA-R,kVA-Y,kVA-B,KVAH.FWD,KVAH.REV,kVAr-R,KVARH.LAG.FWD,KVARH.LAG.REV,KVARH.LEAD.FWD,KVARH.LEAD.REV,kVAr-Y,kVAr-B,kWH-Fwd,KWH.REV,kW-R,kW-Y,kW-B,kVA,REV.APPENERGY,REV.REACTENERGY,TOT.kVAh,TOT.KVARH.LEG,TOT.kWh/Fwd.kWh/Active Energy Sent Out,,TEMP4,TOT.KVAH,TOT.KVARH.LEG,TOT.KWH
105,SNO1000005,15-09-2022 19:31,236.7,234.1,234.8,128.5,139.1,133.7,93.44,93.7,1,1,0.99,2.1,2,2.4,0.82,1.01,1.56,413,402,409,50,"8,98,465.11",-,"9,11,213.92","1,38,87,092.00",2.4,"9,11,21,388.00",4,1.7,30.2,"1,38,87,092.00",3,"21,074.00","15,621.00",30.2,30.2,4.67,31.18,"8,98,46,494.00",-,30.25,32.02,2,8.77,4,3,0.45,0.36,1.24,652.3,"9,11,213.92","1,38,193.42","8,98,465.11"
106,SNO1000005,15-09-2022 19:28,236.8,232.5,235.2,110.4,164.9,127.4,93.41,93.8,1,1,0.99,2,2.1,2.3,0.91,1,0.7,413,403,406,50,"8,98,461.02",-,"9,11,209.80","1,38,87,049.00",2.03,"9,11,20,976.00",4,1.59,25.9,"1,38,87,049.00",3,"21,074.00","35,724.00",25.9,25.9,5.62,29.77,"8,98,46,084.00",-,25.94,37.7,2,9.25,4,3,655.28,0.09,0.66,652.28,"9,11,209.80","1,38,192.99","8,98,461.02"
107,SNO1000005,15-09-2022 19:26,236.6,232.1,234.4,127.7,167.7,141.1,101.22,101.5,1,1,0.99,1.8,1.3,2,0.83,1.06,0.75,413,403,405,50,"8,98,456.77",-,"9,11,205.53","1,38,87,007.00",2.47,"9,11,20,549.00",4,2.34,30,"1,38,87,007.00",3,"21,074.00","49,517.00",30,30,4.57,32.84,"8,98,45,660.00",-,29.98,38.4,2,9.38,4,3,0.27,0.28,1.04,652.29,"9,11,205.53","1,38,192.58","8,98,456.77"
108,SNO1000005,15-09-2022 19:23,236.5,232.4,233.9,126,168.3,141,100.78,101.3,1,1,0.99,2.1,2,2.2,0.85,0.96,0.64,412,403,404,50,"8,98,452.48",-,"9,11,201.22","1,38,86,965.00",3.25,"9,11,20,117.00",4,1.4,29.6,"1,38,86,965.00",3,"21,074.00","43,858.00",29.6,29.6,5.9,32.7,"8,98,45,231.00",-,29.64,38.45,2,10.55,4,3,0.2,0.17,0.98,652.28,"9,11,201.22","1,38,192.15","8,98,452.48"
109,SNO1000005,15-09-2022 19:21,236.9,232.3,234.3,138.8,167.1,127.4,100.8,100.9,1,1,1,2,2,1.9,0.74,1.05,0.78,413,403,405,50,"8,98,448.23",-,"9,11,196.96","1,38,86,933.00",2.46,"9,11,19,691.00",4,0.74,32.7,"1,38,86,933.00",3,"21,074.00","7,068.00",32.7,32.7,3.46,29.63,"8,98,44,806.00",-,32.75,38.42,2,6.66,4,3,655.07,-,0.42,652.27,"9,11,196.96","1,38,191.91","8,98,448.23"
110,SNO1000005,15-09-2022 19:18,236.3,232.4,234.3,140,163.6,133.6,101.52,101.7,1,1,0.99,2.2,2.1,2.1,0.76,1.05,0.78,413,401,407,50,"8,98,443.88",-,"9,11,192.59","1,38,86,904.00",2.48,"9,11,19,255.00",4,1.27,32.9,"1,38,86,904.00",3,"21,074.00","51,519.00",32.9,32.9,4.15,31.05,"8,98,44,371.00",-,32.92,37.55,2,7.9,4,3,0.08,0.31,0.77,652.28,"9,11,192.59","1,38,191.62","8,98,443.88"
111,SNO1000005,15-09-2022 19:15,236.8,231.4,234.6,127.6,179.3,132.8,101.99,102.2,1,1,0.99,2.2,2.2,2.2,0.79,0.94,0.67,413,402,404,50,"8,98,439.47",-,"9,11,188.16","1,38,86,866.00",2.4,"9,11,18,812.00",4,2.45,30,"1,38,86,866.00",3,"21,074.00","14,633.00",30,30,4.21,30.95,"8,98,43,930.00",-,29.98,41.07,2,9.06,4,3,654.9,655.19,0.25,652.26,"9,11,188.16","1,38,191.24","8,98,439.47"
112,SNO1000005,15-09-2022 19:13,236,231.1,234.1,122.2,178.7,130.1,99.7,99.8,1,1,1,2,1.9,2.1,0.9,1,0.77,413,402,404,50,"8,98,435.90",-,"9,11,184.59","1,38,86,835.00",2.51,"9,11,18,454.00",4,1.85,28.6,"1,38,86,835.00",3,"21,074.00","5,541.00",28.6,28.6,3.67,30.19,"8,98,43,573.00",-,28.63,40.88,2,8.03,4,3,654.9,655.19,0.25,652.26,"9,11,184.59","1,38,190.93","8,98,435.90"
113,SNO1000005,15-09-2022 19:11,235.1,231.3,233.4,139.9,178,145.5,107.15,107.3,1,1,1,1.5,1.6,1.6,0.8,0.87,1.01,411,401,403,50,"8,98,431.35",-,"9,11,180.02","1,38,86,796.00",2.49,"9,11,17,997.00",4,2.27,32.7,"1,38,86,796.00",3,"21,074.00","24,884.00",32.7,32.7,4.05,33.71,"8,98,43,118.00",-,32.67,40.78,2,8.81,4,3,655.14,655.32,0.53,652.27,"9,11,180.02","1,38,190.54","8,98,431.35"
114,SNO1000005,15-09-2022 19:08,235.4,230,233.7,116.1,175.6,129.4,97.26,97.2,1,1,1,1.7,1.8,1.8,0.9,0.93,0.76,411,400,402,50,"8,98,426.98",-,"9,11,175.63","1,38,86,761.00",1.3,"9,11,17,559.00",4,0.81,27.1,"1,38,86,761.00",3,"21,074.00","12,136.00",27.1,27.1,3.43,30.07,"8,98,42,681.00",-,27.16,40.03,2,5.54,4,3,655.06,655.32,0.42,652.26,"9,11,175.63","1,38,190.19","8,98,426.98"
115,SNO1000005,15-09-2022 19:06,234.8,230,233.2,123.1,185,139.1,103.18,103.3,1,1,1,1.8,1.4,1.8,0.83,0.91,0.74,410,399,402,50,"8,98,422.63",-,"9,11,171.27","1,38,86,733.00",1.85,"9,11,17,123.00",4,0.62,28.7,"1,38,86,733.00",3,"21,074.00","42,018.00",28.7,28.7,3.91,32.26,"8,98,42,246.00",-,28.76,42.16,2,6.37,4,3,655.16,0.02,0.53,652.28,"9,11,171.27","1,38,189.91","8,98,422.63"
116,SNO1000005,15-09-2022 19:03,234.5,230.6,232.8,119.6,172.5,116.2,93.91,94.2,1,1,0.99,1.8,2,2.2,0.84,0.92,0.84,409,399,402,50,"8,98,418.36",-,"9,11,166.98","1,38,86,694.00",2.76,"9,11,16,693.00",4,1.73,27.8,"1,38,86,694.00",3,"21,074.00","8,662.00",27.8,27.8,4.68,26.77,"8,98,41,819.00",-,27.83,39.31,2,9.18,4,3,655.25,0.19,0.6,652.27,"9,11,166.98","1,38,189.52","8,98,418.36"
117,SNO1000005,15-09-2022 19:00,234.1,231,233.5,144.3,180.9,117.9,101.75,102.2,1,0.99,0.99,1.9,1.6,1.9,0.48,0.98,2.07,412,400,403,50,"8,98,414.09",-,"9,11,162.69","1,38,86,650.00",3.03,"9,11,16,264.00",4,2.59,33.6,"1,38,86,650.00",3,"21,074.00","8,017.00",33.6,33.6,5.55,26.99,"8,98,41,392.00",-,33.56,41.21,2,11.18,4,3,0.75,0.61,1.53,652.31,"9,11,162.69","1,38,189.07","8,98,414.09"
118,SNO1000005,15-09-2022 18:58,233.1,230.4,232.3,132.5,175.8,117.7,97.67,98,1,0.99,0.99,2,2.1,2.1,0.87,1.01,1,408,398,402,50,"8,98,409.79",-,"9,11,158.36","1,38,86,603.00",3.05,"9,11,15,831.00",4,1.35,30.7,"1,38,86,603.00",3,"21,074.00","15,454.00",30.7,30.7,5.07,27.02,"8,98,40,962.00",-,30.72,39.94,2,9.47,4,3,0.2,0.39,0.93,652.28,"9,11,158.36","1,38,188.61","8,98,409.79"
119,SNO1000005,15-09-2022 18:55,232.6,230.1,232.3,154.7,170.5,122.4,102.76,102.9,1,1,1,2.3,2.1,2.2,0.73,1.15,0.91,407,398,402,50,"8,98,405.46",-,"9,11,154.01","1,38,86,564.00",2.3,"9,11,15,397.00",4,2.11,35.8,"1,38,86,564.00",3,"21,074.00","59,000.00",35.8,35.8,3.54,28.18,"8,98,40,529.00",-,35.8,38.78,2,7.95,4,3,0.63,0.88,1.25,652.29,"9,11,154.01","1,38,188.22","8,98,405.46"
120,SNO1000005,15-09-2022 18:53,232.7,229.5,231.8,146.1,180.2,137.8,106.3,106.6,1,1,0.99,2.2,2.1,2.4,0.7,1.1,0.67,406,397,400,50,"8,98,401.07",-,"9,11,149.60","1,38,86,526.00",2.07,"9,11,14,956.00",4,3.35,33.8,"1,38,86,526.00",3,"21,074.00","60,403.00",33.8,33.8,4.55,31.77,"8,98,40,090.00",-,33.71,40.82,2,9.97,4,3,2.59,2.03,3.22,652.34,"9,11,149.60","1,38,187.84","8,98,401.07"
121,SNO1000005,15-09-2022 18:50,232.1,229.8,231.3,156.9,173.9,116.4,102.33,102.6,1,1,0.99,1.8,2.2,1.8,0.85,1.03,0.79,406,397,400,50,"8,98,396.55",-,"9,11,145.06","1,38,86,484.00",2.29,"9,11,14,502.00",4,2.09,36.2,"1,38,86,484.00",3,"21,074.00","33,858.00",36.2,36.2,4.76,26.7,"8,98,39,638.00",-,36.23,39.4,2,9.14,4,3,2.6,2.15,3.17,652.36,"9,11,145.06","1,38,187.42","8,98,396.55"
122,SNO1000005,15-09-2022 18:47,232.6,228.5,230.3,127.7,183.9,123.4,99.21,99.4,1,1,0.99,2.2,1.8,2.1,0.82,1.28,0.69,406,394,400,50,"8,98,392.22",-,"9,11,140.71","1,38,86,451.00",2.15,"9,11,14,066.00",4,0.35,29.5,"1,38,86,451.00",3,"21,074.00","56,724.00",29.5,29.5,4.74,28.22,"8,98,39,205.00",-,29.55,41.45,2,7.24,4,3,3.55,2.74,4.11,652.4,"9,11,140.71","1,38,187.09","8,98,392.22"
123,SNO1000005,15-09-2022 18:45,231.6,228.6,230,151.9,187.4,108.2,102.11,102.2,1,1,1,1.2,2,1.8,0.77,1.02,0.73,405,395,398,50,"8,98,387.73",-,"9,11,136.21","1,38,86,415.00",1.27,"9,11,13,617.00",4,1.83,35,"1,38,86,415.00",3,"21,074.00","63,986.00",35,35,3.94,24.73,"8,98,38,756.00",-,34.99,42.4,2,7.04,4,3,3.57,2.48,4.28,652.39,"9,11,136.21","1,38,186.73","8,98,387.73"
124,SNO1000005,15-09-2022 18:42,231,227.8,230.1,137,167.8,118.8,96.34,96.6,1,1,0.99,1.1,1.8,2.5,0.75,1.04,0.49,405,392,399,50,"8,98,384.03",-,"9,11,132.49","1,38,86,388.00",2.48,"9,11,13,245.00",4,1.24,31.5,"1,38,86,388.00",3,"21,074.00","31,528.00",31.5,31.5,4.28,27.13,"8,98,38,386.00",-,31.49,37.72,2,7.99,4,3,3.57,2.48,4.28,652.39,"9,11,132.49","1,38,186.46","8,98,384.03"
125,SNO1000005,15-09-2022 18:40,231.3,227.9,229.6,149.2,179.2,135.7,105.71,105.8,1,1,1,1.8,2.1,1.7,0.82,1.02,0.67,404,394,396,49.9,"8,98,379.69",-,"9,11,128.14","1,38,86,354.00",2.74,"9,11,12,810.00",4,0.74,34.3,"1,38,86,354.00",3,"21,074.00","18,432.00",34.3,34.3,3.65,30.93,"8,98,37,952.00",-,34.35,40.43,2,7.13,4,3,2.11,1.71,2.77,652.36,"9,11,128.14","1,38,186.12","8,98,379.69"
126,SNO1000005,15-09-2022 18:37,231.7,228.3,229.9,140.6,175.2,131.3,101.96,102.1,1,1,0.99,2,2,2.1,0.85,0.99,0.71,404,395,397,50,"8,98,375.23",-,"9,11,123.67","1,38,86,320.00",1.97,"9,11,12,362.00",4,0.97,32.4,"1,38,86,320.00",3,"21,074.00","57,291.00",32.4,32.4,4.08,29.99,"8,98,37,506.00",-,32.42,39.55,2,7.03,4,3,2.22,2.06,2.74,652.33,"9,11,123.67","1,38,185.78","8,98,375.23"
127,SNO1000005,15-09-2022 18:35,232.1,228.4,230.1,149.8,173.6,137,105.06,105.3,1,1,0.99,2.3,2.3,2.2,0.77,0.94,0.72,406,396,398,50,"8,98,370.84",-,"9,11,119.26","1,38,86,292.00",1.97,"9,11,11,922.00",4,1.46,34.6,"1,38,86,292.00",3,"21,074.00","49,429.00",34.6,34.6,4.69,31.35,"8,98,37,067.00",-,34.59,39.12,2,8.12,4,3,3.75,3.04,4.24,652.52,"9,11,119.26","1,38,185.56","8,98,370.84"
128,SNO1000005,15-09-2022 18:32,232.8,229.3,231.9,137.5,158.2,115.6,94.25,94.3,1,0.99,1,2,2.2,2,0.83,1.2,0.17,406,395,402,50,"8,98,366.74",-,"9,11,115.15","1,38,86,267.00",2.66,"9,11,11,510.00",4,1.24,31.8,"1,38,86,267.00",3,"21,074.00","39,046.00",31.8,31.8,2.91,26.55,"8,98,36,657.00",-,31.84,35.86,2,6.82,4,3,5.91,4.11,6.5,652.52,"9,11,115.15","1,38,185.31","8,98,366.74"
129,SNO1000005,15-09-2022 18:30,233.5,230,231.1,122.3,158,121.8,92.23,92.3,1,1,1,1.4,1.5,1.6,0.9,1.14,0.77,407,398,401,50,"8,98,362.65",-,"9,11,111.05","1,38,86,239.00",2.45,"9,11,11,101.00",4,0.31,28.3,"1,38,86,239.00",3,"21,074.00","31,355.00",28.3,28.3,3.27,27.92,"8,98,36,248.00",-,28.38,35.93,2,6.03,4,3,4.76,3.52,5.3,652.45,"9,11,111.05","1,38,185.03","8,98,362.65"
130,SNO1000005,15-09-2022 18:27,234.2,229.7,231.3,108.8,158.7,128.3,90.76,91,1,1,0.99,2.2,1.9,1.9,1.01,0.98,0.6,408,398,400,50,"8,98,358.70",-,"9,11,107.09","1,38,86,212.00",2.74,"9,11,10,704.00",4,0.6,25.3,"1,38,86,212.00",3,"21,074.00","35,460.00",25.3,25.3,3.8,29.44,"8,98,35,853.00",-,25.3,36.02,2,7.14,4,3,5.07,3.53,5.69,652.5,"9,11,107.09","1,38,184.77","8,98,358.70"
131,SNO1000005,15-09-2022 18:24,234,229.9,231,104.8,168.9,126.9,91.8,91.9,1,1,1,2.1,1.8,1.9,1.04,1.04,0.89,408,396,402,49.9,"8,98,354.70",-,"9,11,103.08","1,38,86,184.00",2.88,"9,11,10,303.00",4,0.62,24.3,"1,38,86,184.00",3,"21,074.00","19,346.00",24.3,24.3,3.5,29.06,"8,98,35,453.00",-,24.35,38.39,2,6.99,4,3,3.42,2.49,4.05,652.43,"9,11,103.08","1,38,184.48","8,98,354.70"
132,SNO1000005,15-09-2022 18:22,233.9,230,231.5,125.1,169.8,110.1,93,93.2,1,1,1,1.7,1.8,1.9,0.85,1.03,0.93,407,398,401,49.9,"8,98,350.77",-,"9,11,099.14","1,38,86,158.00",2.43,"9,11,09,909.00",4,0.99,29.1,"1,38,86,158.00",3,"21,074.00","17,664.00",29.1,29.1,3.34,25.23,"8,98,35,060.00",-,29.11,38.66,2,6.76,4,3,2.21,1.6,2.95,652.38,"9,11,099.14","1,38,184.22","8,98,350.77"
133,SNO1000005,15-09-2022 18:19,233.5,229,230.9,115.9,169.3,107.9,89.95,90.1,1,1,0.99,2.2,2.1,2.5,0.9,1.03,1.02,404,398,399,49.9,"8,98,346.80",-,"9,11,095.16","1,38,86,129.00",1.9,"9,11,09,511.00",4,0.49,26.9,"1,38,86,129.00",3,"21,074.00","65,096.00",26.9,26.9,3.96,24.7,"8,98,34,663.00",-,26.92,38.33,2,6.35,4,3,0.89,1,1.56,652.32,"9,11,095.16","1,38,183.94","8,98,346.80"
134,SNO1000005,15-09-2022 18:17,233.3,229.5,230.8,106.7,178.1,123.3,93.62,93.6,-1,1,1,1.8,1.8,1.8,0.98,1,0.77,406,398,399,49.9,"8,98,342.91",-,"9,11,091.25","1,38,86,109.00",1.46,"9,11,09,121.00",4,-0.38,24.7,"1,38,86,109.00",3,"21,073.00","36,715.00",24.7,24.7,2.37,28.3,"8,98,34,274.00",-,24.74,40.58,2,4.21,4,3,2.24,2.06,2.77,652.32,"9,11,091.25","1,38,183.92","8,98,342.91"
135,SNO1000005,15-09-2022 18:14,233.5,229.2,231,108.1,186,107.1,91.75,92,1,0.99,0.99,2.1,2.3,2.3,1.01,0.78,0.74,407,398,400,49.8,"8,98,338.84",-,"9,11,087.18","1,38,86,087.00",2.74,"9,11,08,713.00",4,0.69,25,"1,38,86,087.00",3,"21,073.00","3,220.00",25,25,4.62,24.46,"8,98,33,867.00",-,25.09,42.21,2,8.04,4,3,4.27,2.91,4.97,652.42,"9,11,087.18","1,38,183.84","8,98,338.84"
136,SNO1000005,15-09-2022 18:12,234.2,228.4,231.2,95.4,187.7,117.1,91.48,91.7,1,1,0.99,2.3,1.7,2,1.15,0.76,0.74,408,400,397,49.8,"8,98,335.61",-,"9,11,083.93","1,38,86,061.00",2.14,"9,11,08,389.00",4,0.25,22.1,"1,38,86,061.00",3,"21,073.00","49,120.00",22.1,22.1,4.73,26.87,"8,98,33,544.00",-,22.17,42.44,2,7.13,4,3,4.27,2.91,4.97,652.42,"9,11,083.93","1,38,183.77","8,98,335.61"
137,SNO1000005,15-09-2022 18:09,234.6,229.3,231.3,87.6,192.9,116.9,91,91.2,1,0.99,1,1.9,1.9,2,1.05,0.77,0.8,408,398,400,49.9,"8,98,331.65",-,"9,11,079.96","1,38,86,031.00",3.19,"9,11,07,992.00",4,0.61,20.3,"1,38,86,031.00",3,"21,073.00","33,876.00",20.3,20.3,3.4,26.73,"8,98,33,148.00",-,20.39,43.88,2,7.2,4,3,2.15,1.57,2.91,652.36,"9,11,079.96","1,38,183.49","8,98,331.65"
138,SNO1000005,15-09-2022 18:07,234.5,229,231.6,102,189.5,114,93.01,93,1,1,1,2.1,1.9,2,0.99,0.93,0.73,406,398,400,49.9,"8,98,327.77",-,"9,11,076.07","1,38,86,006.00",1.7,"9,11,07,603.00",4,0.01,23.7,"1,38,86,006.00",3,"21,073.00","25,113.00",23.7,23.7,3.92,26.24,"8,98,32,760.00",-,23.78,43,2,5.63,4,3,1.77,1.47,2.45,652.33,"9,11,076.07","1,38,183.41","8,98,327.77"
139,SNO1000005,15-09-2022 18:04,235.3,229.9,232.3,94.6,176,101.5,85.55,85.7,1,1,1,2.2,2.1,2.2,1.02,1.2,1.39,410,399,401,50,"8,98,323.71",-,"9,11,072.00","1,38,85,981.00",1.74,"9,11,07,196.00",4,0.03,22.1,"1,38,85,981.00",3,"21,073.00","13,518.00",22.1,22.1,3.11,23.34,"8,98,32,354.00",-,22.11,40.09,2,4.88,4,3,2.08,1.83,2.68,652.33,"9,11,072.00","1,38,183.38","8,98,323.71"
140,SNO1000005,15-09-2022 18:01,234.6,229.6,231.9,107.5,179.4,105.9,90.21,90.3,1,1,1,2.2,2.2,2,0.87,0.96,0.85,408,398,400,50,"8,98,319.97",-,"9,11,068.25","1,38,85,953.00",1.87,"9,11,06,821.00",4,1.32,25,"1,38,85,953.00",3,"21,073.00","26,499.00",25,25,3.63,24.37,"8,98,31,980.00",-,25.04,40.8,2,6.82,4,3,3.55,2.74,4.13,652.37,"9,11,068.25","1,38,183.13","8,98,319.97"
141,SNO1000005,15-09-2022 17:59,233.6,229.1,231.3,122.5,178,111.4,94.41,94.6,1,1,1,2.5,2,1.9,0.71,0.95,0.31,405,398,400,49.8,"8,98,315.94",-,"9,11,064.21","1,38,85,922.00",2.11,"9,11,06,416.00",4,1.27,28.5,"1,38,85,922.00",3,"21,073.00","15,750.00",28.5,28.5,3.96,25.57,"8,98,31,577.00",-,28.5,40.35,2,7.34,4,3,2.95,2.28,3.6,652.43,"9,11,064.21","1,38,182.83","8,98,315.94"
142,SNO1000005,15-09-2022 17:56,233.5,228.8,230.6,96.9,177.6,92,83.64,83.8,1,0.99,0.99,2.5,2.4,2.4,0.98,0.98,0.86,406,397,398,49.7,"8,98,312.18",-,"9,11,060.43","1,38,85,889.00",2.32,"9,11,06,039.00",4,0.6,22.4,"1,38,85,889.00",3,"21,073.00","55,847.00",22.4,22.4,4.29,20.97,"8,98,31,201.00",-,22.48,40.19,2,7.21,4,3,2.69,2.25,3.29,652.36,"9,11,060.43","1,38,182.50","8,98,312.18"
143,SNO1000005,15-09-2022 17:54,232.6,228.4,230.5,113.7,173.1,97.1,87.4,87.8,1,0.99,0.99,2.2,2,2,0.74,1,0.85,406,394,400,49.7,"8,98,308.41",-,"9,11,056.65","1,38,85,858.00",2.59,"9,11,05,660.00",4,1.86,26.3,"1,38,85,858.00",3,"21,073.00","32,560.00",26.3,26.3,4.57,22.1,"8,98,30,824.00",-,26.26,39.03,2,9.01,4,3,3.5,2.99,3.96,652.39,"9,11,056.65","1,38,182.19","8,98,308.41"
144,SNO1000005,15-09-2022 17:51,233.1,228.9,230.8,110.1,167.2,90.2,83.94,84.1,1,1,0.99,2,2,2.1,0.84,1.01,1.03,408,395,400,49.7,"8,98,304.73",-,"9,11,052.95","1,38,85,830.00",1.49,"9,11,05,291.00",4,0.66,25.5,"1,38,85,830.00",3,"21,073.00","56,762.00",25.5,25.5,4.44,20.61,"8,98,30,456.00",-,25.53,37.79,2,6.59,4,3,4.81,3.48,5.43,652.48,"9,11,052.95","1,38,181.91","8,98,304.73"
145,SNO1000005,15-09-2022 17:48,232.6,228.8,230.5,130.2,176.4,116.2,96.36,96.8,1,1,0.99,2,2.1,2.2,1.42,1.07,0.73,406,396,398,49.8,"8,98,300.85",-,"9,11,049.05","1,38,85,793.00",2.21,"9,11,04,900.00",4,1.61,30.1,"1,38,85,793.00",3,"21,073.00","9,764.00",30.1,30.1,5.48,26.56,"8,98,30,068.00",-,30.06,39.74,2,9.3,4,3,4.06,2.97,4.69,652.41,"9,11,049.05","1,38,181.54","8,98,300.85"
146,SNO1000005,15-09-2022 17:46,232.5,227.7,230.7,98.4,175.7,104.7,86.05,86.4,1,1,0.99,2,2,2.3,0.87,1.04,0.96,407,395,397,49.7,"8,98,296.91",-,"9,11,045.08","1,38,85,749.00",2.26,"9,11,04,504.00",4,2.03,22.7,"1,38,85,749.00",3,"21,073.00","32,638.00",22.7,22.7,4.66,23.91,"8,98,29,674.00",-,22.67,39.47,2,8.95,4,3,3.06,2.45,3.65,652.4,"9,11,045.08","1,38,181.10","8,98,296.91"
147,SNO1000005,15-09-2022 17:43,232.9,228.5,230.7,98.3,169.8,92.3,81.82,82.3,1,1,0.99,2.2,2.1,2.3,0.83,1.09,1.05,406,394,400,49.7,"8,98,293.20",-,"9,11,041.35","1,38,85,709.00",1.92,"9,11,04,130.00",4,2.22,22.7,"1,38,85,709.00",3,"21,073.00",757,22.7,22.7,5.7,21.05,"8,98,29,303.00",-,22.66,38.11,2,9.84,4,3,3.08,2.56,3.66,652.37,"9,11,041.35","1,38,180.70","8,98,293.20"
148,SNO1000005,15-09-2022 17:41,232.6,228.9,230.6,101.5,158.8,87.1,78.91,79.4,1,1,0.99,2,1.8,2.4,0.76,1.1,1.06,407,396,398,49.7,"8,98,290.33",-,"9,11,038.46","1,38,85,673.00",1.97,"9,11,03,842.00",4,2.13,23.5,"1,38,85,673.00",3,"21,073.00","34,360.00",23.5,23.5,5.52,19.83,"8,98,29,016.00",-,23.41,35.67,2,9.63,4,3,3.08,2.56,3.66,652.37,"9,11,038.46","1,38,180.34","8,98,290.33"
149,SNO1000005,15-09-2022 17:38,232.7,228.9,231.1,91.7,157.2,100.5,79.58,79.9,1,1,0.99,2.2,2.2,2.3,0.87,1.17,1.96,404,394,401,49.8,"8,98,286.86",-,"9,11,034.96","1,38,85,634.00",2.35,"9,11,03,492.00",4,2.19,21.2,"1,38,85,634.00",3,"21,073.00","14,677.00",21.2,21.2,4.28,23.04,"8,98,28,669.00",-,21.1,35.44,2,8.82,4,3,4.24,3.35,4.77,652.43,"9,11,034.96","1,38,179.95","8,98,286.86"
150,SNO1000005,15-09-2022 17:36,232.4,229,231.6,104.1,151.1,100.8,81.19,81.4,1,1,0.99,1.9,2,1.7,0.88,1.04,0.92,404,395,402,49.8,"8,98,283.37",-,"9,11,031.45","1,38,85,604.00",1.02,"9,11,03,141.00",4,0.7,24,"1,38,85,604.00",3,"21,073.00","29,335.00",24,24,5.06,23.17,"8,98,28,320.00",-,24.06,33.97,2,6.78,4,3,5.64,4.13,6.2,652.45,"9,11,031.45","1,38,179.65","8,98,283.37"
151,SNO1000005,15-09-2022 17:33,233.4,229.6,231.5,90.3,147.1,101.4,77.21,77.5,1,1,0.99,1.8,1.9,1.4,1,1.13,2.06,409,398,400,49.9,"8,98,279.74",-,"9,11,027.81","1,38,85,569.00",1.41,"9,11,02,777.00",4,1.05,20.9,"1,38,85,569.00",3,"21,073.00","34,792.00",20.9,20.9,4.67,23.09,"8,98,27,957.00",-,20.92,33.2,2,7.14,4,3,5.1,3.66,5.71,652.47,"9,11,027.81","1,38,179.30","8,98,279.74"
152,SNO1000005,15-09-2022 17:31,233.2,230.6,231.5,94.5,139.9,100.1,76.4,76.8,1,1,0.99,2,2.1,2,0.97,0.8,1.31,407,396,403,49.9,"8,98,276.32",-,"9,11,024.37","1,38,85,533.00",1.71,"9,11,02,432.00",4,1.76,21.8,"1,38,85,533.00",3,"21,073.00","48,289.00",21.8,21.8,5.08,22.94,"8,98,27,615.00",-,21.82,31.63,2,8.55,4,3,4.17,2.95,4.84,652.44,"9,11,024.37","1,38,178.94","8,98,276.32"
153,SNO1000005,15-09-2022 17:28,233.7,229.6,231.8,105.3,154.6,104.4,83.05,83.5,1,1,0.99,2.3,1.8,2,1.09,1.35,1.38,407,398,400,49.9,"8,98,272.89",-,"9,11,020.92","1,38,85,497.00",2.36,"9,11,02,087.00",4,1.72,24.4,"1,38,85,497.00",3,"21,073.00","49,046.00",24.4,24.4,5.59,23.88,"8,98,27,272.00",-,24.39,34.78,2,9.67,4,3,2.97,2.02,3.75,652.41,"9,11,020.92","1,38,178.58","8,98,272.89"
154,SNO1000005,15-09-2022 17:25,233.9,229.6,232.3,95.7,141.8,91.7,75.34,75.6,1,1,0.99,2,1.7,2,0.96,1.13,0.9,408,398,401,49.9,"8,98,269.44",-,"9,11,017.44","1,38,85,458.00",1.38,"9,11,01,739.00",4,0.97,22.2,"1,38,85,458.00",3,"21,073.00","29,970.00",22.2,22.2,4.4,21.11,"8,98,26,927.00",-,22.22,32.01,2,6.75,4,3,0.51,0.66,1.24,652.32,"9,11,017.44","1,38,178.19","8,98,269.44"
155,SNO1000005,15-09-2022 17:23,233.7,229.8,231.5,74.7,139.1,104.6,72.76,73,1,1,0.99,1.9,1.9,2,1.06,1.33,0.88,407,398,400,49.9,"8,98,266.21",-,"9,11,014.20","1,38,85,430.00",1.36,"9,11,01,415.00",4,1.25,17.3,"1,38,85,430.00",3,"21,073.00","9,271.00",17.3,17.3,3.95,24.07,"8,98,26,604.00",-,17.28,31.41,2,6.56,4,3,1.33,1.33,1.97,652.3,"9,11,014.20","1,38,177.90","8,98,266.21"
156,SNO1000005,15-09-2022 17:20,233.7,229.6,231.4,85.6,138.9,102.7,74.48,75,0.99,0.99,0.99,2.1,2,2.1,0.92,1.17,0.72,407,398,400,49.9,"8,98,263.13",-,"9,11,011.10","1,38,85,398.00",2.43,"9,11,01,106.00",4,2.58,19.8,"1,38,85,398.00",3,"21,073.00","63,785.00",19.8,19.8,5.16,23.54,"8,98,26,296.00",-,19.72,31.22,2,10.16,4,3,2,1.7,2.67,652.35,"9,11,011.10","1,38,177.59","8,98,263.13"
